controuver	controuvèrent
controuver	controuvera
controuver	controuverez
controuver	controuveriez
controuver	controuverons
controuver	controuverions
controuver	controuveront
controuver	controuveras
controuver	controuves
controuver	controuvés
controuver	controuvions
controuver	controuviez
controverse	controverses
controuver	controuvons
controversé	controversées
controversé	controversés
controverser	controversé
controversé	controversée
controverser	controversées
controverser	controversés
contumace	contumaces
controverser	controversée
controuver	controuvez
contusionné	contusionnée
contusionné	contusionnés
contus	contuse
contusion	contusions
contusionner	contusionnaient
contusionner	contusionnais
contusionner	contusionnait
contusionner	contusionnâmes
contusionner	contusionna
contusionner	contusionnai
contusionner	contusionnasse
contusionner	contusionnas
contusionner	contusionnant
contusionner	contusionnassent
contusionner	contusionnassions
contusionner	contusionnât
contusionner	contusionnasses
contusionner	contusionnassiez
contusionner	contusionné
contusionner	contusionnâtes
contusionner	contusionne
contusionner	contusionnée
contusionner	contusionnées
contusionner	contusionnerai
contusionner	contusionnera
contusionner	contusionneraient
contusionner	contusionnerait
contusionner	contusionnerais
contusionner	contusionnèrent
contusionner	contusionnent
contusionner	contusionnerez
contusionner	contusionneriez
contusionner	contusionnerions
contusionner	contusionnerons
contusionner	contusionnes
contusionner	contusionneras
contusionner	contusionneront
contusionner	contusionniez
contusionner	contusionnions
contusionner	contusionnons
convaincant	convaincante
contusionner	contusionnés
contusionner	contusionnez
convaincre	convainc
convaincant	convaincantes
convaincre	convaincrai
convaincant	convaincants
convaincre	convaincrais
convaincre	convaincraient
convaincre	convaincrait
convaincre	convaincra
convaincre	convaincras
convaincre	convaincriez
convaincre	convaincrions
convaincre	convaincront
convaincre	convaincrez
convaincre	convaincrons
convaincre	convaincue
convaincre	convaincues
convaincre	convaincus
convaincre	convaincu
convaincre	convainquaient
convaincre	convainquais
convaincre	convaincs
convaincre	convainquant
convaincre	convainquent
convaincre	convainque
convaincre	convainques
convaincre	convainquiez
convaincre	convainquîmes
convaincre	convainquait
convaincre	convainquions
convaincre	convainquirent
convaincre	convainquis
convaincre	convainquisse
convaincre	convainquisses
convaincre	convainquez
convaincre	convainquissiez
convaincre	convainquissions
convaincre	convainquissent
convaincre	convainquit
convaincre	convainquîtes
convaincre	convainquît
convaincu	convaincues
convaincre	convainquons
convalescence	convalescences
convalescent	convalescente
convalescent	convalescentes
convalescent	convalescents
convalo	convalos
convaincu	convaincus
convection	convections
convenable	convenables
convenir	convenaient
convenance	convenances
convenir	convenait
convaincu	convaincue
convenir	convenez
convenir	convenant
convenir	convenions
convenir	convenons
convenir	convenais
convenir	conveniez
convenir	convenues
convenir	convenu
convenir	conviendra
convenir	convenue
convenir	conviendraient
convenir	conviendrais
convenir	conviendrait
convenir	conviendras
convenir	conviendrai
convenir	conviendriez
convenir	conviendrions
convenir	conviendrons
convenir	conviendront
convenir	convienne
convenir	conviendrez
convenir	conviennes
convenir	conviennent
convenir	convenus
convenir	convînmes
convenir	convinrent
convenir	convins
convenir	convient
convenir	convinsse
convenir	convinsses
convenir	convinssent
convenir	convinssions
convenir	conviens
convenir	convinssiez
convenir	convint
convenir	convînt
convention	conventions
conventionné	conventionnée
conventionnel	conventionnelle
conventionnel	conventionnelles
conventionnel	conventionnels
convent	convents
convenir	convîntes
conventionner	conventionnai
conventionner	conventionnaient
conventionner	conventionnait
conventionner	conventionna
conventionner	conventionnâmes
conventionner	conventionnas
conventionner	conventionnant
conventionner	conventionnasse
conventionner	conventionnasses
conventionner	conventionnassent
conventionner	conventionnassions
conventionner	conventionnais
conventionner	conventionnassiez
conventionner	conventionne
conventionner	conventionnâtes
conventionner	conventionné
conventionner	conventionnée
conventionner	conventionnées
conventionner	conventionnera
conventionner	conventionnent
conventionner	conventionnerai
conventionner	conventionnerais
conventionner	conventionneraient
conventionner	conventionneras
conventionner	conventionnât
conventionner	conventionnèrent
conventionner	conventionneriez
conventionner	conventionnerions
conventionner	conventionnerait
conventionner	conventionneront
conventionner	conventionnerez
conventionner	conventionnerons
conventionner	conventionnez
conventionner	conventionnés
conventionner	conventionnions
conventionner	conventionnons
conventuel	conventuelle
conventionner	conventionnes
conventionner	conventionniez
conventuel	conventuelles
convenu	convenue
convenu	convenues
conventuel	conventuels
convergence	convergences
convergent	convergentes
convergent	convergents
converger	converge
convergent	convergente
converger	convergé
converger	convergea
converger	convergeai
converger	convergeaient
converger	convergeait
converger	convergeâmes
converger	convergeant
converger	convergeas
converger	convergeais
converger	convergeasse
converger	convergeassent
converger	convergeasses
converger	convergeassiez
converger	convergeassions
converger	convergeât
converger	convergeâtes
converger	convergeons
converger	convergera
converger	convergerai
converger	convergeraient
converger	convergerais
converger	convergerait
converger	convergeras
converger	convergent
converger	convergèrent
converger	convergerez
converger	convergeriez
converger	convergerions
converger	convergeront
converger	convergerons
convenu	convenus
converger	convergez
converger	convergiez
converger	convergions
convers	converse
converger	converges
convers	converses
conversation	conversations
converse	converses
converser	conversai
converser	conversaient
converser	conversais
converser	conversâmes
converser	conversant
converser	conversas
converser	conversa
converser	conversait
converser	conversasses
converser	conversassent
converser	conversassions
converser	conversât
converser	conversassiez
converser	converse
converser	conversasse
converser	conversent
converser	conversâtes
converser	converserai
converser	conversé
converser	conversera
converser	converseraient
converser	converserais
converser	conversèrent
converser	converserait
converser	converserez
converser	converseriez
converser	converserions
converser	converseras
converser	converseront
converser	converserons
converser	conversiez
converser	conversions
converser	converses
converser	conversons
conversion	conversions
converti	convertie
converser	conversez
converti	converties
convertibilité	convertibilités
convertible	convertibles
convertir	convertie
convertir	converties
convertir	convertîmes
convertir	convertira
convertir	convertirai
converti	convertis
convertir	convertiraient
convertir	convertirait
convertir	converti
convertir	convertiras
convertir	convertirent
convertir	convertirez
convertir	convertiriez
convertir	convertirais
convertir	convertirions
convertir	convertiront
convertir	convertissaient
convertir	convertissais
convertir	convertissait
convertir	convertissant
convertir	convertis
convertir	convertisse
convertir	convertisses
convertir	convertissent
convertir	convertissiez
convertir	convertissez
convertir	convertissions
convertir	convertit
convertir	convertissons
convertir	convertirons
convertisseur	convertisseurs
convertir	convertîtes
convexe	convexes
convertir	convertît
conviction	convictions
convié	conviée
convier	convia
convict	convicts
convier	conviaient
convié	conviés
convier	conviait
convier	conviâmes
convier	conviai
convier	conviais
convier	conviasse
convier	conviassent
convier	conviasses
convier	conviassiez
convier	conviassions
convier	conviant
convier	conviâtes
convier	convie
convier	conviât
convier	convias
convier	conviée
convier	conviées
convier	conviera
convier	convient
convier	convierai
convier	convieraient
convier	convierait
convier	convierais
convier	convièrent
convier	convierez
convier	convieras
convier	convierions
convier	convié
convier	convierons
convier	convieront
convier	convies
convier	convieriez
convier	conviés
convier	conviions
convier	convions
convier	conviez
convier	conviiez
convivial	conviviale
convivial	conviviaux
convivial	conviviales
convivialiser	convivialisez
convocation	convocations
convivialité	convivialités
convive	convives
convoiter	convoita
convoiter	convoitaient
convoi	convois
convoiter	convoitais
convoiter	convoitâmes
convoiter	convoitant
convoiter	convoitas
convoiter	convoitait
convoiter	convoitasse
convoiter	convoitassent
convoiter	convoitassiez
convoiter	convoitassions
convoiter	convoitai
convoiter	convoitasses
convoiter	convoite
convoiter	convoitâtes
convoiter	convoitée
convoiter	convoité
convoiter	convoitées
convoiter	convoitât
convoiter	convoitent
convoiter	convoiterai
convoiter	convoiterais
convoiter	convoiteraient
convoiter	convoiteras
convoiter	convoiterait
convoiter	convoitèrent
convoiter	convoiterez
convoiter	convoiteriez
convoiter	convoiterions
convoiter	convoitera
convoiter	convoiteront
convoiter	convoités
convoiter	convoiterons
convoiter	convoitiez
convoiter	convoites
convoiter	convoitions
convoitise	convoitises
convoler	convola
convoiter	convoitez
convoiter	convoitons
convoler	convolais
convoler	convolaient
convoler	convolâmes
convoler	convolai
convoler	convolait
convoler	convolasse
convoler	convolassent
convoler	convolasses
convoler	convolassiez
convoler	convolant
convoler	convolassions
convoler	convolâtes
convoler	convolât
convoler	convolas
convoler	convolent
convoler	convolera
convoler	convolé
convoler	convolerai
convoler	convoleraient
convoler	convolerais
convoler	convoleras
convoler	convole
convoler	convolèrent
convoler	convoleriez
convoler	convolerions
convoler	convolerait
convoler	convolerez
convoler	convolerons
convoler	convoleront
convoler	convoles
convoler	convoliez
convoler	convolons
convoler	convolions
convoler	convolez
convoquer	convoquai
convoquer	convoquaient
convoquer	convoquait
convoquer	convoquais
convoquer	convoquâmes
convoquer	convoquas
convoquer	convoquant
convoquer	convoquasse
convoquer	convoquasses
convoquer	convoquassent
convoquer	convoquassions
convoquer	convoquât
convoquer	convoquassiez
convoquer	convoqua
convoquer	convoquâtes
convoquer	convoquée
convoquer	convoque
convoquer	convoquées
convoquer	convoqué
convoquer	convoquent
convoquer	convoquerai
convoquer	convoqueraient
convoquer	convoquerait
convoquer	convoquera
convoquer	convoquerais
convoquer	convoquèrent
convoquer	convoqueriez
convoquer	convoqueras
convoquer	convoquerions
convoquer	convoqueront
convoquer	convoquerons
convoquer	convoquerez
convoquer	convoques
convoquer	convoqués
convoquer	convoquions
convoquer	convoquiez
convoquer	convoquons
convoyer	convoie
convoyage	convoyages
convoquer	convoquez
convoyer	convoierai
convoyer	convoient
convoyer	convoieraient
convoyer	convoierait
convoyer	convoierais
convoyer	convoierez
convoyer	convoieriez
convoyer	convoierions
convoyer	convoierons
convoyer	convoieront
convoyer	convoies
convoyer	convoiera
convoyer	convoya
convoyer	convoieras
convoyer	convoyaient
convoyer	convoyais
convoyer	convoyâmes
convoyer	convoyait
convoyer	convoyant
convoyer	convoyasse
convoyer	convoyai
convoyer	convoyassent
convoyer	convoyassiez
convoyer	convoyas
convoyer	convoyasses
convoyer	convoyâtes
convoyer	convoyassions
convoyer	convoyé
convoyer	convoyée
convoyer	convoyèrent
convoyer	convoyés
convoyer	convoyées
convoyer	convoyez
convoyer	convoyiez
convoyer	convoyions
convoyeur	convoyeurs
convoyeur	convoyeuse
convulsé	convulsée
convulsé	convulsées
convulsé	convulsés
convulser	convulsa
convoyer	convoyât
convulser	convulsai
convulser	convulsaient
convulser	convulsait
convulser	convulsais
convulser	convulsâmes
convulser	convulsas
convulser	convulsant
convulser	convulsassent
convoyer	convoyons
convulser	convulsasse
convulser	convulsassions
convulser	convulsasses
convulser	convulsassiez
convulser	convulse
convulser	convulsât
convulser	convulsé
convulser	convulsée
convulser	convulsées
convulser	convulsâtes
convulser	convulsera
convulser	convulserai
convulser	convulserais
convulser	convulseraient
convulser	convulseras
convulser	convulserait
convulser	convulserez
convulser	convulsèrent
convulser	convulseriez
convulser	convulserions
convulser	convulserons
convulser	convulseront
convulser	convulses
convulser	convulsent
convulser	convulsiez
convulser	convulsés
convulser	convulsions
